taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary
Eucalyptus ligustrina,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus limitaris,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus lirata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus litoralis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus litorea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus livida,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus lockyeri,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus longicornis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus longifolia,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus longirostrata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus longissima,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus loxophleba,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus loxophleba subsp. gratiae,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus loxophleba subsp. lissophloia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus loxophleba subsp. loxophleba,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus loxophleba subsp. supralaevis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus lucasii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus lucens,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus luculenta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus luehmanniana,TRUE,FALSE,2,NA,NA,2,NA
Eucalyptus macarthurii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mackintii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus macrandra,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus macrocarpa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus macrocarpa subsp. elachantha,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus macrocarpa subsp. macrocarpa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus macrorhyncha,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus macrorhyncha subsp. cannonii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus macrorhyncha subsp. macrorhyncha,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus magnificata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus major,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus malacoxylon,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mannensis,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus mannensis subsp. mannensis,TRUE,FALSE,NA,NA,NA,NA,NA
Eucalyptus mannensis subsp. vespertina,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mannifera,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mannifera subsp. gullickii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus mannifera subsp. mannifera,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus mannifera subsp. praecox,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus marginata,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus marginata subsp. marginata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus marginata subsp. thalassica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mckieana,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus mcquoidii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus mediocris,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus megacarpa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus megacornuta,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus megasepala,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus melanoleuca,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus melanophitra,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus melanophloia,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus melanophloia subsp. melanophloia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus melanophloia subsp. nana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus melanoxylon,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus melliodora,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus merrickiae,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus michaeliana,TRUE,NA,8,NA,NA,NA,NA
Eucalyptus micranthera,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus microcarpa,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus microcorys,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus microneura,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus microtheca,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus mimica subsp. continens,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus mimica subsp. mimica,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus miniata,TRUE,TRUE,NA,NA,10--,NA,NA
Eucalyptus minniritchi,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus misella,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus mitchelliana,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus moderata,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus moluccana,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus molyneuxii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus mooreana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus moorei,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus moorei subsp. moorei,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus moorei subsp. serpentinicola,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus morrisbyi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus morrisii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus muelleriana,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus multicaulis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus myriadena,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus nebulosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus neglecta,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus neutra,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus newbeyi,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus nicholii,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus nitens,TRUE,TRUE,6,NA,5--20,NA,NA
Eucalyptus nitida,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus nobilis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus normantonensis,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus nortonii,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus notabilis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus notactites,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus nova-anglica,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus nudicaulis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus nutans,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus obconica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus obesa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus obliqua,TRUE,TRUE,2,NA,5--20,NA,2
Eucalyptus obstans,TRUE,NA,4,NA,NA,NA,4
Eucalyptus obtusiflora subsp. dongarraensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus obtusiflora subsp. obtusiflora,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus occidentalis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ochrophloia,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus odontocarpa,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus odorata,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus oldfieldii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oldfieldii subsp. oldfieldii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oleosa,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus oleosa subsp. ampliata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oleosa subsp. corvina,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oleosa subsp. cylindroidea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oleosa subsp. oleosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus olida,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus oligantha,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oligantha subsp. oligantha,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus olivina,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus olsenii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ophitica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus opimiflora,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus optima,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus oraria,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus orbifolia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ordiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oreades,TRUE,TRUE,10,NA,NA,NA,NA
Eucalyptus orgadophila,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus ornata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus orthostemon,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ovata,TRUE,NA,5,NA,5--20,3,NA
Eucalyptus ovata var. grandiflora,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus ovata var. ovata,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus ovularis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus oxymitra,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus pachycalyx subsp. banyabba,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pachycalyx subsp. pachycalyx,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pachycalyx subsp. waajensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pachyloma,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pachyphylla,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus paedoglauca,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus paliformis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus paludicola,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus panda,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus paniculata,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus pantoleuca,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus parramattensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus parramattensis subsp. decadens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus parramattensis subsp. parramattensis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus parvula,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus patellaris,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus patens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pauciflora,TRUE,TRUE,6,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. acerina,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. debeuzevillei,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. hedraia,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. niphophila,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. parvifructa,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus pauciflora subsp. pauciflora,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus pellita,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pendens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus peninsularis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus perangusta,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus percostata,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus perriniana,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus persistens,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus petiolaris,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus petraea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus petrensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus phaenophylla,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus phaenophylla subsp. phaenophylla,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus phenax,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus phenax subsp. compressa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus phenax subsp. phenax,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus phoenicea,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus pilbarensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pileata,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus pilularis,TRUE,TRUE,5,NA,5--20,4.031007751937984,NA
Eucalyptus pimpiniana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus piperita,TRUE,TRUE,NA,NA,NA,3.0232558139534915,NA
Eucalyptus planchoniana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus planipes,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus platycorys,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus platydisca,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus platyphylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus platypus,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus platypus subsp. congregata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus platypus subsp. platypus,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus pleurocarpa,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus pluricaulis subsp. pluricaulis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pluricaulis subsp. porphyrea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus polita,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus polyanthemos,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus polyanthemos subsp. longior,NA,TRUE,NA,NA,5--20,NA,NA
Eucalyptus polyanthemos subsp. marginalis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus polyanthemos subsp. polyanthemos,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus polyanthemos subsp. vestita,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus polybractea,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus populnea,TRUE,FALSE,NA,NA,5--20,NA,NA
Eucalyptus porosa,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus praetermissa,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus prava,TRUE,TRUE,5,NA,NA,NA,5
Eucalyptus preissiana subsp. lobata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus preissiana subsp. preissiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus prolixa,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus prominens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus propinqua,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus protensa,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus provecta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus proxima,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pruinosa,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus pruinosa subsp. pruinosa,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus pruinosa subsp. tenuata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus psammitica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pterocarpa,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus pulchella,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pulverulenta,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus pumila,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus punctata,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus purpurata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus pyrenea,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus pyriformis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus pyrocarpa,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus quadrangulata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus quadrans,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus quadricostata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus quaerenda,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus racemosa,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus radiata,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus radiata subsp. radiata,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus radiata subsp. robertsonii,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus radiata subsp. sejuncta,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus rameliana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus raveretiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ravida,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus recta,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus recurva,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus redunca,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus regnans,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus relicta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus remota,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus repullulans,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus resinifera,TRUE,TRUE,NA,NA,NA,3.6821705426356584,NA
Eucalyptus resinifera subsp. hemilampra,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus resinifera subsp. resinifera,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus retusa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus revelata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rhodantha,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rhombica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rhomboidea,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus rigens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rigidula,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus risdonii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus robusta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rodwayi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rosacea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rossii,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus rowleyi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus roycei,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rubida,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus rubida subsp. barbigerorum,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus rubida subsp. rubida,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus rubiginosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rudderi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rudis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus rudis subsp. rudis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rugosa,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus rugulata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus rummeryi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus rupestris,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sabulosa,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus salicola,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus saligna,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus salmonophloia,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus salubris,FALSE,TRUE,NA,NA,NA,NA,NA
Eucalyptus sargentii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sargentii subsp. onesis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sargentii subsp. sargentii,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus saxatilis,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus scias subsp. apoda,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus scias subsp. scias,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus scoparia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus scopulorum,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus scyphocalyx,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus seeana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus semiglobosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus semota,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sepulcralis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus serraensis,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus sessilis,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus sheathiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus shirleyi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sicilifolia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus siderophloia,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus sideroxylon,TRUE,TRUE,3,NA,NA,NA,3
Eucalyptus sideroxylon subsp. improcera,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sideroxylon subsp. sideroxylon,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sieberi,TRUE,NA,4,NA,5--20,NA,4
Eucalyptus silvestris,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus similis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus singularis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus sinuosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus smithii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus socialis,TRUE,TRUE,5,NA,5--20,NA,5
Eucalyptus socialis subsp. eucentrica,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus socialis subsp. socialis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus socialis subsp. victoriensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus socialis subsp. viridans,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Castlemaine (K.Rule 8203),NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. Dartmoor (D.Nicolle & M.French DN 5585),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Dunbar Road (D.Nicolle & M.French DN 5466),FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Esperance (M.E.French 1579),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Fraser Range (D.Nicolle 2157),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Great Victoria Desert (D.Nicolle & M.French DN 3877),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Kalbarri (M.I.H.Brooker 7937),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Kalkarindji (G.M.Wightman 6240),TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus sp. Killarney (C.R.Michell 2403),TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus sp. Lake Magenta (D.Nicolle & M.French DN 5509),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Little Sandy Desert (D.Nicolle & M.French DN 4304),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Montejinni Station (G.M.Chippendale 2171),TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus sp. Mt Garnet (D.J.Carr+ 1672B),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Mulga Rock (K.D.Hill & L.A.S.Johnson KH 2668),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. North Balladonia (D.Nicolle & M.French DN 3620),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Queen Victoria Spring (D.Nicolle 524),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Southern wheatbelt (D.Nicolle & M.French DN 5507),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Sullivan Soak (D.Nicolle & M.French DN 5503),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Truslove (M.I.H.Brooker 7499),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus aff. aromaphloia (Brisbane Ranges); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. baxteri (Avoca); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. camphora (Upper Yarra); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. crenulata (Yering); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. cyanophylla (Antwerp); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. goniocalyx (Wimmera); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. ignorabilis (Lerderderg); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. phenax (Jeparit); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. sabulosa (Mt Zero); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. verrucata (Mirranatwa); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus arenacea/baxteri; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus blakelyi -- dealbata; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus botryoides -- saligna; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus camaldulensis -- chloroclada; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus microcarpa -- Eucalyptus odorata; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. aromaphloia; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. camphora (Bunyip); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. cinerea; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. dumosa (Nhill); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. globoidea (East Gippsland); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. odorata (Tarranginnie); White_2020],NA,NA,NA,NA,5--20,NA,NA
